"Booking No","Ticket Type","Ticket Count","Ticket Amount","Processing Fee","Ticket Fee","Platform Fee","Agent Fee","Discount Amount","Grand Total","Payment Status","Booking Status","Event Name","Organizer","Venue","Created Date","Stripe Revenue","Eventox Revenue","Organizer Revenue","Refund Amount","Actions"
"EV1749797057268DB46K3","Student","1","30","0.75","0.5","0","0","0","31.25","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T06:44:17.276Z","1.14","0.11","30","0",""
"EV17497971231237CCVLS","General Admission","2","70","1.75","1","0","0","0","72.75","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T06:45:23.158Z","2.26","0.49","70","0",""
"EV174979767718604XIN2","General Admission","2","70","1.75","1","0","0","0","72.75","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T06:54:37.197Z","2.26","0.49","70","0",""
"EV1749797765682PZXZW9","Student","2","65","1.63","1","0","0","0","67.63","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","CHRISTCHURCH","2025-06-13T06:56:05.689Z","2.13","0.5","65","0",""
"EV1749797837376BU9WMR","Student","1","30","0.75","0.5","0","0","0","31.25","cancelled","cancelled","Naadan Vibe NZ","Karnival Lights and Shelz Media
","CHRISTCHURCH","2025-06-13T06:57:17.383Z","1.14","0.11","30","0",""
"EV174979935712952PG0G","Student","3","90","2.25","1.5","0","0","0","93.75","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T07:22:37.164Z","2.83","0.92","90","0",""
"EV1749799396529900KMX","General Admission","1","35","0.88","0.5","0","0","0","36.38","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T07:23:16.534Z","1.28","0.1","35","0",""
"EV174980123382591ZOT2","Student","1","30","0.75","0.5","0","0","0","31.25","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","CHRISTCHURCH","2025-06-13T07:53:53.831Z","1.14","0.11","30","0",""
"EV17498014475761KV37B","General Admission","1","35","0.88","0.5","0","0","0","36.38","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T07:57:27.586Z","1.28","0.1","35","0",""
"EV174980176614222T7G5","Student","1","30","0.75","0.5","0","0","0","31.25","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T08:02:46.152Z","1.14","0.11","30","0",""
"EV1749802237799WS8398","General Admission","1","35","0.88","0.5","0","0","0","36.38","cancelled","cancelled","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T08:10:37.836Z","1.28","0.1","35","0",""
"EV17498027889350ZDKUP","General Admission","4","140","3.5","2","0","0","0","145.5","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","CHRISTCHURCH","2025-06-13T08:19:48.948Z","4.23","1.27","140","0",""
"EV1749802878573YOG8BB","Student","1","30","0.75","0.5","0","0","0","31.25","cancelled","cancelled","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T08:21:18.580Z","1.14","0.11","30","0",""
"EV17498029336019F1NUW","Student","1","30","0.75","0.5","0","0","0","31.25","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T08:22:13.606Z","1.14","0.11","30","0",""
"EV1749804390003C4733R","General Admission","2","70","1.75","1","0","0","0","72.75","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","CHRISTCHURCH","2025-06-13T08:46:30.025Z","2.26","0.49","70","0",""
"EV1749804607857XOFR1N","General Admission","1","35","0.88","0.5","0","0","0","36.38","cancelled","cancelled","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T08:50:07.861Z","1.28","0.1","35","0",""
"EV1749804693789ASOWCK","General Admission","1","35","0.88","0.5","0","0","0","36.38","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T08:51:33.796Z","1.28","0.1","35","0",""
"EV1749805770633FUI2IO","General Admission","1","35","0.88","0.5","0","0","0","36.38","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","CHRISTCHURCH","2025-06-13T09:09:30.666Z","1.28","0.1","35","0",""
"EV1749806690923HZZEL1","General Admission","1","35","0.88","0.5","0","0","0","36.38","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T09:24:50.928Z","1.28","0.1","35","0",""
"EV1749807025529GPX4LE","Individual Child Pass (below 5)","3","150","3.75","1.5","0","0","0","155.25","paid","confirmed","Auckland Malayali Samajam Onaghosham 2025","Auckland Malayali Samajam","","2025-06-13T09:30:25.561Z","4.49","0.76","150","0",""
"EV17498072868710Q87L2","General Admission","2","70","1.75","1","0","0","0","72.75","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T09:34:46.877Z","2.26","0.49","70","0",""
"EV17498076918825A6CTI","General Admission","1","35","0.88","0.5","0","0","0","36.38","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T09:41:31.890Z","1.28","0.1","35","0",""
"EV1749807903379QWYQGL","General Admission","2","65","1.63","1","0","0","0","67.63","","","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T09:45:03.387Z","2.13","0.5","65","0",""
"EV17498079258707STMYM","General Admission","2","65","1.63","1","0","0","0","67.63","paid","confirmed","Naadan Vibe NZ","Karnival Lights and Shelz Media
","AUCKLAND","2025-06-13T09:45:25.884Z","2.13","0.5","65","0",""
