Booking No,Ticket Type,Ticket Count,Ticket Amount,Processing Fee,Ticket Fee,Platform Fee,Agent Fee,Discount Amount,Grand Total,Payment Status,Booking Status,Event Name,Organizer,Venue,Created Date,Stripe Revenue,Eventox Revenue,Organizer Revenue,Refund Amount,Actions,Year,Month,Day,Weekday,Net Revenue,Revenue Per Ticket,Total Fees,Fee Percentage,Refund Flag,Discount Used,Booking Size,Revenue Category
EV17493724702261FBFAF,Individual Member Pass,1,49.0,1.23,0.5,0,0,0.0,50.73,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-08 08:47:50.237000+00:00,1.67,0.06,49.0,0.0,,2025,6,8,Sunday,50.73,50.73,1.73,3.4102109205598268,0,0,Small,Medium
EV17493762662693YMA33,Family Of 4 -(2 adults and 2 kids),5,130.0,3.25,2.5,0,0,0.0,135.75,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-08 09:51:06.299000+00:00,3.97,1.78,130.0,0.0,,2025,6,8,Sunday,135.75,27.15,5.75,4.23572744014733,0,0,Medium,Very High
EV1749377700668G0ZOSU,Individual Member Pass,2,98.0,2.45,1.0,0,0,0.0,101.45,cancelled,cancelled,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-08 10:15:00.677000+00:00,3.04,0.41,98.0,0.0,,2025,6,8,Sunday,101.45,50.725,3.45,3.4006899950714637,0,0,Small,High
EV17494224847292VZ4BA,Couple Entry,2,68.0,1.7,1.0,0,0,0.0,70.7,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-08 22:41:24.762000+00:00,2.21,0.49,68.0,0.0,,2025,6,8,Sunday,70.7,35.35,2.7,3.818953323903819,0,0,Small,High
EV1749427770137QV1RZT,General Admission,2,70.0,1.75,1.0,0,0,0.0,72.75,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-09 00:09:30.164000+00:00,2.26,0.49,70.0,0.0,,2025,6,9,Monday,72.75,36.375,2.75,3.7800687285223367,0,0,Small,High
EV1749429794978MES1XU,Family Of 4 -(2 adults and 2 kids),4,140.0,3.5,2.0,0,0,0.0,145.5,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-09 00:43:15.012000+00:00,4.23,1.27,140.0,0.0,,2025,6,9,Monday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV1749432782952AD0RTE,Family Of 4 -(2 adults and 2 kids),4,140.0,3.5,2.0,0,0,0.0,145.5,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-09 01:33:02.991000+00:00,4.23,1.27,140.0,0.0,,2025,6,9,Monday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV1749432988879EKAEQA,Individual Pass,1,75.0,1.88,0.5,0,0,0.0,77.38,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-09 01:36:28.912000+00:00,2.39,-0.01,75.0,0.0,,2025,6,9,Monday,77.38,77.38,2.38,3.0757301628327736,0,0,Small,High
EV1749439399304YXCQHZ,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-09 03:23:19.336000+00:00,1.28,0.1,35.0,0.0,,2025,6,9,Monday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV1749444614413JYQO2S,Student,3,90.0,2.25,1.5,0,0,0.0,93.75,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-09 04:50:14.449000+00:00,2.83,0.92,90.0,0.0,,2025,6,9,Monday,93.75,31.25,3.75,4.0,0,0,Medium,High
EV17494486479757NARIY,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-09 05:57:28.014000+00:00,1.28,0.1,35.0,0.0,,2025,6,9,Monday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV1749453008424UYI2N4,General Admission,4,140.0,3.5,2.0,0,0,0.0,145.5,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-09 07:10:08.435000+00:00,4.23,1.27,140.0,0.0,,2025,6,9,Monday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV1749456601519EPYEEC,Family Of 4 -(2 adults and 2 kids),4,140.0,3.5,2.0,0,0,0.0,145.5,cancelled,cancelled,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-09 08:10:01.525000+00:00,4.23,1.27,140.0,0.0,,2025,6,9,Monday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV1749457024209V7UP0X,Family Of 4 -(2 adults and 2 kids),4,200.0,5.0,2.0,0,0,0.0,207.0,cancelled,cancelled,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-09 08:17:04.217000+00:00,5.89,1.11,200.0,0.0,,2025,6,9,Monday,207.0,51.75,7.0,3.3816425120772946,0,0,Medium,Very High
EV17494573429877CZEU2,Family Of 4 -(2 adults and 2 kids),4,160.0,4.0,2.0,0,0,0.0,166.0,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-09 08:22:23.019000+00:00,4.78,1.22,160.0,0.0,,2025,6,9,Monday,166.0,41.5,6.0,3.614457831325301,0,0,Medium,Very High
EV1749460543157B3AL41,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-09 09:15:43.191000+00:00,1.14,0.11,30.0,0.0,,2025,6,9,Monday,31.25,31.25,1.25,4.0,0,0,Small,Low
EV1749508674414MRQKM4,Family Of 4 -(2 adults and 2 kids),4,140.0,3.5,2.0,0,0,0.0,145.5,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-09 22:37:54.446000+00:00,4.23,1.27,140.0,0.0,,2025,6,9,Monday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV1749522511104AHR8FM,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-10 02:28:31.116000+00:00,1.14,0.11,30.0,0.0,,2025,6,10,Tuesday,31.25,31.25,1.25,4.0,0,0,Small,Low
EV17495230824349J3D0E,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,cancelled,cancelled,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-10 02:38:02.442000+00:00,1.28,0.1,35.0,0.0,,2025,6,10,Tuesday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV1749523366991UDBRRO,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,cancelled,cancelled,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-10 02:42:46.998000+00:00,1.28,0.1,35.0,0.0,,2025,6,10,Tuesday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV1749526271933XCTPKP,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-10 03:31:11.942000+00:00,1.28,0.1,35.0,0.0,,2025,6,10,Tuesday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV17495351108152OBMZ1,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-10 05:58:30.850000+00:00,1.14,0.11,30.0,0.0,,2025,6,10,Tuesday,31.25,31.25,1.25,4.0,0,0,Small,Low
EV1749541256157B3C0YU,Individual Pass,4,240.0,6.0,2.0,0,0,0.0,248.0,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-10 07:40:56.186000+00:00,7.0,1.0,240.0,0.0,,2025,6,10,Tuesday,248.0,62.0,8.0,3.225806451612903,0,0,Medium,Very High
EV1749618803756HNV4W4,Group of 5 Ticket,5,165.0,4.13,2.5,0,0,0.0,171.63,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-11 05:13:23.797000+00:00,4.93,1.7,165.0,0.0,,2025,6,11,Wednesday,171.63,34.326,6.63,3.8629610208005594,0,0,Medium,Very High
EV17496193251769S9NO3,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-11 05:22:05.215000+00:00,1.14,0.11,30.0,0.0,,2025,6,11,Wednesday,31.25,31.25,1.25,4.0,0,0,Small,Low
EV1749620831288ZZ7W85,Family Of 4 -(2 adults and 2 kids),5,165.0,4.13,2.5,0,0,0.0,171.63,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-11 05:47:11.318000+00:00,4.93,1.7,165.0,0.0,,2025,6,11,Wednesday,171.63,34.326,6.63,3.8629610208005594,0,0,Medium,Very High
EV1749623868661TCLWGL,Individual Member Pass,4,100.0,2.5,2.0,0,0,0.0,104.5,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-11 06:37:48.672000+00:00,3.12,1.38,100.0,0.0,,2025,6,11,Wednesday,104.5,26.125,4.5,4.30622009569378,0,0,Medium,High
EV1749624744687SIFOJW,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,cancelled,cancelled,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-11 06:52:24.734000+00:00,1.14,0.11,30.0,0.0,,2025,6,11,Wednesday,31.25,31.25,1.25,4.0,0,0,Small,Low
EV1749627620714NRVC2J,General Admission,2,70.0,1.75,1.0,0,0,0.0,72.75,cancelled,cancelled,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-11 07:40:20.741000+00:00,2.26,0.49,70.0,0.0,,2025,6,11,Wednesday,72.75,36.375,2.75,3.7800687285223367,0,0,Small,High
EV1749633507229ERWAWB,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-11 09:18:27.260000+00:00,1.14,0.11,30.0,0.0,,2025,6,11,Wednesday,31.25,31.25,1.25,4.0,0,0,Small,Low
EV1749634863156ZA7XM0,General Admission,2,70.0,1.75,1.0,0,0,0.0,72.75,cancelled,cancelled,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-11 09:41:03.168000+00:00,2.26,0.49,70.0,0.0,,2025,6,11,Wednesday,72.75,36.375,2.75,3.7800687285223367,0,0,Small,High
EV1749634930538GMXV62,Adults,3,83.0,2.08,1.5,0,0,0.0,86.58,paid,confirmed,Onam Mega Show 2025 Live with Rimi Tomy – Ponnonam Night,Dadas New zealand,,2025-06-11 09:42:10.572000+00:00,2.64,0.94,83.0,0.0,,2025,6,11,Wednesday,86.58,28.86,3.58,4.134904134904135,0,0,Medium,High
EV1749634945183ZOACKF,General Admission,2,70.0,1.75,1.0,0,0,0.0,72.75,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-11 09:42:25.219000+00:00,2.26,0.49,70.0,0.0,,2025,6,11,Wednesday,72.75,36.375,2.75,3.7800687285223367,0,0,Small,High
EV1749637409705KOK4ED,General Admission,2,70.0,1.75,1.0,0,0,0.0,72.75,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-11 10:23:29.730000+00:00,2.26,0.49,70.0,0.0,,2025,6,11,Wednesday,72.75,36.375,2.75,3.7800687285223367,0,0,Small,High
EV1749640499298BHGQ2J,Student,2,60.0,1.5,1.0,0,0,0.0,62.5,cancelled,cancelled,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-11 11:14:59.305000+00:00,1.99,0.51,60.0,0.0,,2025,6,11,Wednesday,62.5,31.25,2.5,4.0,0,0,Small,Medium
EV1749640647127L1UAGD,Student,2,60.0,1.5,1.0,0,0,0.0,62.5,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-11 11:17:27.134000+00:00,1.99,0.51,60.0,0.0,,2025,6,11,Wednesday,62.5,31.25,2.5,4.0,0,0,Small,Medium
EV174964067831571R7KA,Student,2,60.0,1.5,1.0,0,0,0.0,62.5,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-11 11:17:58.320000+00:00,1.99,0.51,60.0,0.0,,2025,6,11,Wednesday,62.5,31.25,2.5,4.0,0,0,Small,Medium
EV1749641927943FDMA38,Student,2,60.0,1.5,1.0,0,0,0.0,62.5,failed,failed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-11 11:38:47.949000+00:00,1.99,0.51,60.0,0.0,,2025,6,11,Wednesday,62.5,31.25,2.5,4.0,0,0,Small,Medium
EV1749642176262XL15GC,Student,2,60.0,1.5,1.0,0,0,0.0,62.5,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-11 11:42:56.268000+00:00,1.99,0.51,60.0,0.0,,2025,6,11,Wednesday,62.5,31.25,2.5,4.0,0,0,Small,Medium
EV1749652044277D4ST89,Individual Member Pass,1,49.0,1.23,0.5,0,0,0.0,50.73,cancelled,cancelled,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-11 14:27:24.311000+00:00,1.67,0.06,49.0,0.0,,2025,6,11,Wednesday,50.73,50.73,1.73,3.4102109205598268,0,0,Small,Medium
EV1749678798224KHYIGZ,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,cancelled,cancelled,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-11 21:53:18.263000+00:00,1.28,0.1,35.0,0.0,,2025,6,11,Wednesday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV1749684186634DO9JAJ,Student,2,60.0,1.5,1.0,0,0,0.0,62.5,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-11 23:23:06.664000+00:00,1.99,0.51,60.0,0.0,,2025,6,11,Wednesday,62.5,31.25,2.5,4.0,0,0,Small,Medium
EV1749685357913C6DRRL,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-11 23:42:37.922000+00:00,1.14,0.11,30.0,0.0,,2025,6,11,Wednesday,31.25,31.25,1.25,4.0,0,0,Small,Low
EV1749690861477SU7RQQ,Family Of 4 -(2 adults and 2 kids),4,200.0,5.0,2.0,0,0,0.0,207.0,cancelled,cancelled,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 01:14:21.513000+00:00,5.89,1.11,200.0,0.0,,2025,6,12,Thursday,207.0,51.75,7.0,3.3816425120772946,0,0,Medium,Very High
EV1749690954131OJ7S2I,Family Of 4 -(2 adults and 2 kids),4,200.0,5.0,2.0,0,0,0.0,207.0,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 01:15:54.163000+00:00,5.89,1.11,200.0,0.0,,2025,6,12,Thursday,207.0,51.75,7.0,3.3816425120772946,0,0,Medium,Very High
EV17496930891815BBACQ,Family Of 4 -(2 adults and 2 kids),4,200.0,5.0,2.0,0,0,0.0,207.0,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 01:51:29.214000+00:00,5.89,1.11,200.0,0.0,,2025,6,12,Thursday,207.0,51.75,7.0,3.3816425120772946,0,0,Medium,Very High
EV1749693773420XJI49C,Family Of 4 -(2 adults and 2 kids),5,200.0,5.0,2.5,0,0,0.0,207.5,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 02:02:53.452000+00:00,5.9,1.6,200.0,0.0,,2025,6,12,Thursday,207.5,41.5,7.5,3.614457831325301,0,0,Medium,Very High
EV174969519871018P03H,Student,6,195.0,4.88,3.0,0,0,0.0,202.88,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 02:26:38.739000+00:00,5.78,2.1,195.0,0.0,,2025,6,12,Thursday,202.88,33.81333333333333,7.88,3.884069400630915,0,0,Large,Very High
EV1749695997778VQ9HCU,General Admission,4,140.0,3.5,2.0,0,0,0.0,145.5,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 02:39:57.813000+00:00,4.23,1.27,140.0,0.0,,2025,6,12,Thursday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV17496994651882W141X,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,cancelled,cancelled,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 03:37:45.196000+00:00,1.14,0.11,30.0,0.0,,2025,6,12,Thursday,31.25,31.25,1.25,4.0,0,0,Small,Low
EV1749699895489MFHCFJ,General Admission,3,100.0,2.5,1.5,0,0,0.0,104.0,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 03:44:55.493000+00:00,3.11,0.89,100.0,0.0,,2025,6,12,Thursday,104.0,34.666666666666664,4.0,3.8461538461538463,0,0,Medium,High
EV1749701789919M56CDW,General Admission,2,70.0,1.75,1.0,0,0,0.0,72.75,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 04:16:29.940000+00:00,2.26,0.49,70.0,0.0,,2025,6,12,Thursday,72.75,36.375,2.75,3.7800687285223367,0,0,Small,High
EV1749702493654VJXI0B,Family Of 4 -(2 adults and 2 kids),4,140.0,3.5,2.0,0,0,0.0,145.5,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 04:28:13.686000+00:00,4.23,1.27,140.0,0.0,,2025,6,12,Thursday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV1749703264356QFG169,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 04:41:04.362000+00:00,1.28,0.1,35.0,0.0,,2025,6,12,Thursday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV174970366838492ILOD,Family Of 4 -(2 adults and 2 kids),4,140.0,3.5,2.0,0,0,0.0,145.5,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 04:47:48.419000+00:00,4.23,1.27,140.0,0.0,,2025,6,12,Thursday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV1749705297282HIQ0DS,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 05:14:57.309000+00:00,1.28,0.1,35.0,0.0,,2025,6,12,Thursday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV1749706675564KYWP5L,General Admission,8,280.0,7.0,4.0,0,0,0.0,291.0,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 05:37:55.597000+00:00,8.16,2.84,280.0,0.0,,2025,6,12,Thursday,291.0,36.375,11.0,3.7800687285223367,0,0,Large,Very High
EV17497125184020C7Z7M,Individual Member Pass,4,196.0,4.9,2.0,0,0,0.0,202.9,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 07:15:18.429000+00:00,5.78,1.12,196.0,0.0,,2025,6,12,Thursday,202.9,50.725,6.9,3.4006899950714637,0,0,Medium,Very High
EV1749715051769C3BHRR,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 07:57:31.804000+00:00,1.14,0.11,30.0,0.0,,2025,6,12,Thursday,31.25,31.25,1.25,4.0,0,0,Small,Low
EV1749715725694NYF8B6,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 08:08:45.725000+00:00,1.28,0.1,35.0,0.0,,2025,6,12,Thursday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV17497161736982WH5GP,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 08:16:13.729000+00:00,1.14,0.11,30.0,0.0,,2025,6,12,Thursday,31.25,31.25,1.25,4.0,0,0,Small,Low
EV17497218155136RRY0C,Student,3,90.0,2.25,1.5,0,0,0.0,93.75,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 09:50:15.547000+00:00,2.83,0.92,90.0,0.0,,2025,6,12,Thursday,93.75,31.25,3.75,4.0,0,0,Medium,High
EV17497236879035ZOEOI,Family Of 4 -(2 adults and 2 kids),4,140.0,3.5,2.0,0,0,0.0,145.5,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 10:21:27.924000+00:00,4.23,1.27,140.0,0.0,,2025,6,12,Thursday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV17497246976514VMEZN,Individual Member Pass,4,147.0,3.68,2.0,0,0,0.0,152.68,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 10:38:17.661000+00:00,4.42,1.26,147.0,0.0,,2025,6,12,Thursday,152.68,38.17,5.68,3.7201991092481004,0,0,Medium,Very High
EV1749724865132XOJHZJ,Family Of 4 -(2 adults and 2 kids),4,140.0,3.5,2.0,0,0,0.0,145.5,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 10:41:05.153000+00:00,4.23,1.27,140.0,0.0,,2025,6,12,Thursday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV1749726352779OU1VHN,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 11:05:52.813000+00:00,1.28,0.1,35.0,0.0,,2025,6,12,Thursday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV1749727323897JMN4Z1,General Admission,5,175.0,4.38,2.5,0,0,0.0,181.88,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 11:22:03.905000+00:00,5.21,1.67,175.0,0.0,,2025,6,12,Thursday,181.88,36.376,6.88,3.7827138772817244,0,0,Medium,Very High
EV17497317850544JUAZQ,General Admission,2,70.0,1.75,1.0,0,0,0.0,72.75,cancelled,cancelled,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-12 12:36:25.065000+00:00,2.26,0.49,70.0,0.0,,2025,6,12,Thursday,72.75,36.375,2.75,3.7800687285223367,0,0,Small,High
EV17497320102577849L3,General Admission,2,70.0,1.75,1.0,0,0,0.0,72.75,cancelled,cancelled,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",CHRISTCHURCH,2025-06-12 12:40:10.260000+00:00,2.26,0.49,70.0,0.0,,2025,6,12,Thursday,72.75,36.375,2.75,3.7800687285223367,0,0,Small,High
EV1749732118006AVYD7D,General Admission,3,105.0,2.63,1.5,0,0,0.0,109.13,failed,failed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 12:41:58.011000+00:00,3.25,0.88,105.0,0.0,,2025,6,12,Thursday,109.13,36.376666666666665,4.13,3.784477228992944,0,0,Medium,High
EV1749732244351DOZBMN,General Admission,3,105.0,2.63,1.5,0,0,0.0,109.13,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 12:44:04.356000+00:00,3.25,0.88,105.0,0.0,,2025,6,12,Thursday,109.13,36.376666666666665,4.13,3.784477228992944,0,0,Medium,High
EV1749761543393GA7JR4,Individual Member Pass,3,123.0,3.08,1.5,0,0,0.0,127.58,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 20:52:23.431000+00:00,3.74,0.84,123.0,0.0,,2025,6,12,Thursday,127.58,42.526666666666664,4.58,3.5899043737262897,0,0,Medium,Very High
EV1749763243460MASWVX,Individual Member Pass,3,123.0,3.08,1.5,0,0,0.0,127.58,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 21:20:43.490000+00:00,3.74,0.84,123.0,0.0,,2025,6,12,Thursday,127.58,42.526666666666664,4.58,3.5899043737262897,0,0,Medium,Very High
EV174976701830482WASE,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 22:23:38.311000+00:00,1.28,0.1,35.0,0.0,,2025,6,12,Thursday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV17497678982772EAYJ2,Student,4,120.0,3.0,2.0,0,0,0.0,125.0,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 22:38:18.285000+00:00,3.67,1.33,120.0,0.0,,2025,6,12,Thursday,125.0,31.25,5.0,4.0,0,0,Medium,High
EV1749768015871ZVO782,Student,2,65.0,1.63,1.0,0,0,0.0,67.63,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 22:40:15.877000+00:00,2.13,0.5,65.0,0.0,,2025,6,12,Thursday,67.63,33.815,2.63,3.8888067425698654,0,0,Small,High
EV1749768090557B8CPWN,General Admission,1,35.0,0.88,0.5,0,0,0.0,36.38,paid,confirmed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-12 22:41:30.598000+00:00,1.28,0.1,35.0,0.0,,2025,6,12,Thursday,36.38,36.38,1.38,3.793293018141836,0,0,Small,Medium
EV17497683845437ZIGK1,Family Of 4 -(2 adults and 2 kids),4,140.0,3.5,2.0,0,0,0.0,145.5,paid,confirmed,Auckland Malayali Samajam Onaghosham 2025,Auckland Malayali Samajam,,2025-06-12 22:46:24.572000+00:00,4.23,1.27,140.0,0.0,,2025,6,12,Thursday,145.5,36.375,5.5,3.7800687285223367,0,0,Medium,Very High
EV1749774936335V4RFF9,Student,1,30.0,0.75,0.5,0,0,0.0,31.25,failed,failed,Naadan Vibe NZ,"Karnival Lights and Shelz Media
",AUCKLAND,2025-06-13 00:35:36.366000+00:00,1.14,0.11,30.0,0.0,,2025,6,13,Friday,31.25,31.25,1.25,4.0,0,0,Small,Low
